Region;Subregion;Country;Indicator;Source;Year;Calculation1;download;Info;Count;Nombre d'enregistrements;Ratio of persons held to prisions capacity (%);RemoveNULL;Total number of persons held;Total prison capacity
Europe;Northern Europe;Finland;Total number of persons held;UN-CTS;2003;;;;3641;1;;0;3641;3420
Americas;Caribbean;Dominica;Total number of persons held;UN-CTS/WPB-ICPR;2003;;;;;1;;0;;
Americas;Northern America;United States of America;Total number of persons held;UN-CTS;2003;;;;2153000;1;;0;2153000;2011730
Europe;Southern Europe;Kosovo under UNSCR 1244;Total number of persons held;UN-CTS/WPB-ICPR;2003;;;;;1;;0;;
Europe;Northern Europe;Latvia;Total number of persons held;UN-CTS;2003;;;;8305;1;;0;8305;9166
Oceania;Polynesia;Samoa;Total number of persons held;WPB-ICPR;2003;;;;;1;;0;;
Europe;Southern Europe;Portugal;Total number of persons held;UN-CTS;2003;;;;13835;1;;0;13835;12433
Africa;Southern Africa;Botswana;Total number of persons held;UN-CTS/WPB-ICPR;2003;;;;;1;;0;;
Africa;Western Africa;Cabo Verde;Total number of persons held;UN-CTS/WPB-ICPR;2003;;;;;1;;0;;
Africa;Western Africa;Mauritania;Total number of persons held;WPB-ICPR;2003;;;;;1;;0;;
Europe;Eastern Europe;Czechia;Total number of persons held;UN-CTS;2003;;;;;1;;0;;
Europe;Western Europe;Austria;Total number of persons held;UN-CTS;2003;;;;;1;;0;;
Oceania;Melanesia;Fiji;Total number of persons held;WPB-ICPR;2003;;;;;1;;0;;
Europe;Eastern Europe;Republic of Moldova;Total number of persons held;UN-CTS;2003;;;;;1;;0;;11905
Europe;Southern Europe;Slovenia;Total number of persons held;UN-CTS;2003;;;;1070;1;;0;1070;1058
Americas;Caribbean;Saint Lucia;Total number of persons held;WPB-ICPR;2003;;;;;1;;0;;
Europe;Southern Europe;Serbia;Total number of persons held;UN-CTS/WPB-ICPR;2003;;;;;1;;0;;
Oceania;Melanesia;Vanuatu;Total number of persons held;WPB-ICPR;2003;;;;;1;;0;;
Europe;Eastern Europe;Romania;Total number of persons held;UN-CTS;2003;;;;42815;1;;0;42815;37363
Europe;Northern Europe;Norway;Total number of persons held;UN-CTS;2003;;;;2822;1;;0;2822;3074
Americas;South America;Chile;Total number of persons held;UN-CTS;2003;;;;38086;1;;0;38086;27191
Africa;Middle Africa;Angola;Total number of persons held;WPB-ICPR;2003;;;;;1;;0;;
Europe;Western Europe;Belgium;Total number of persons held;WPB-ICPR/UN-CTS;2003;;;;;1;;0;;
Asia;Western Asia;Cyprus;Total number of persons held;UN-CTS;2003;;;;359;1;;0;359;274
Asia;Western Asia;Bahrain;Total number of persons held;UN-CTS/WPB-ICPR;2003;;;;;1;;0;;
Africa;Western Africa;Nigeria;Total number of persons held;UN-CTS/WPB-ICPR;2003;;;;;1;;0;;
Americas;South America;Uruguay;Total number of persons held;UN-CTS/WPB-ICPR;2003;;;;6523;1;;0;6523;5826
Africa;Eastern Africa;Mauritius;Total number of persons held;UN-CTS/WPB-ICPR;2003;;;;2494;1;;0;2494;2301
Asia;Southern Asia;India;Total number of persons held;UN-CTS/WPB-ICPR;2003;;;;;1;;0;;
Americas;South America;Argentina;Total number of persons held;UN-CTS;2003;;;;;1;;0;;
Asia;Eastern Asia;China, Taiwan Province of China;Total number of persons held;WPB-ICPR;2003;;;;;1;;0;;
Europe;Western Europe;France;Total number of persons held;UN-CTS/WPB-ICPR;2003;;;;;1;;0;;
Asia;Eastern Asia;Republic of Korea;Total number of persons held;UN-CTS;2003;;;;57336;1;;0;57336;44350
Asia;Western Asia;State of Palestine;Total number of persons held;UN-CTS/WPB-ICPR;2003;;;;;1;;0;;
Africa;Eastern Africa;United Republic of Tanzania;Total number of persons held;WPB-ICPR;2003;;;;;1;;0;;
Americas;Central America;Panama;Total number of persons held;UN-CTS;2003;;;;;1;;0;;
Europe;Southern Europe;North Macedonia;Total number of persons held;UN-CTS/WPB-ICPR;2003;;;;1608;1;;0;1608;1966
Europe;Southern Europe;Italy;Total number of persons held;UN-CTS;2003;;;;54993;1;;0;54993;42688
Asia;South-eastern Asia;Malaysia;Total number of persons held;WPB-ICPR;2003;;;;;1;;0;;
Africa;Southern Africa;Eswatini;Total number of persons held;UN-CTS/WPB-ICPR;2003;;;;3169;1;;0;3169;3030
Africa;Northern Africa;Tunisia;Total number of persons held;UN-CTS/WPB-ICPR;2003;;;;;1;;0;;
Europe;Eastern Europe;Hungary;Total number of persons held;UN-CTS;2003;;;;16860;1;;0;16860;12398
Asia;Western Asia;Turkey;Total number of persons held;UN-CTS;2003;;;;63796;1;;0;63796;71162
Americas;Central America;Mexico;Total number of persons held;UN-CTS/WPB-ICPR;2003;;;;185606;1;;0;185606;147803
Africa;Middle Africa;Sao Tome and Principe;Total number of persons held;WPB-ICPR;2003;;;;;1;;0;;
Asia;Southern Asia;Maldives;Total number of persons held;WPB-ICPR;2003;;;;;1;;0;;
Americas;Central America;Belize;Total number of persons held;UN-CTS/WPB-ICPR;2003;;;;;1;;0;;
Oceania;Micronesia;Palau;Total number of persons held;WPB-ICPR;2003;;;;;1;;0;;
Americas;Central America;Costa Rica;Total number of persons held;UN-CTS;2003;;;;;1;;0;;
Americas;South America;Ecuador;Total number of persons held;UN-CTS/WPB-ICPR;2003;;;;9866;1;;0;9866;6831
Asia;South-eastern Asia;Myanmar;Total number of persons held;WPB-ICPR;2003;;;;;1;;0;;
Oceania;Polynesia;American Samoa;Total number of persons held;WPB-ICPR;2003;;;;;1;;0;;
Asia;South-eastern Asia;Brunei Darussalam;Total number of persons held;UN-CTS/WPB-ICPR;2003;;;;457;1;;0;457;362
Africa;Southern Africa;Namibia;Total number of persons held;WPB-ICPR;2003;;;;;1;;0;;
Americas;Caribbean;Saint Kitts and Nevis;Total number of persons held;UN-CTS/WPB-ICPR;2003;;;;;1;;0;;
Africa;Eastern Africa;Kenya;Total number of persons held;UN-CTS/WPB-ICPR;2003;;;;;1;;0;;
Americas;South America;Colombia;Total number of persons held;UN-CTS;2003;;;;62277;1;;0;62277;48291
Africa;Northern Africa;Libya;Total number of persons held;WPB-ICPR;2003;;;;;1;;0;;
Americas;South America;Paraguay;Total number of persons held;UN-CTS;2003;;;;;1;;0;;
Americas;South America;Guyana;Total number of persons held;UN-CTS;2003;;;;;1;;0;;
Americas;South America;Venezuela (Bolivarian Republic of);Total number of persons held;WPB-ICPR;2003;;;;;1;;0;;
Americas;Central America;Honduras;Total number of persons held;UN-CTS/WPB-ICPR;2003;;;;;1;;0;;
Asia;South-eastern Asia;Philippines;Total number of persons held;UN-CTS/WPB-ICPR;2003;;;;;1;;0;;
Asia;Southern Asia;Pakistan;Total number of persons held;WPB-ICPR;2003;;;;;1;;0;;
Oceania;Australia and New Zealand;Australia;Total number of persons held;UN-CTS;2003;;;;;1;;0;;
Asia;Western Asia;United Arab Emirates;Total number of persons held;UN-CTS;2003;;;;;1;;0;;4900
Asia;Southern Asia;Iran (Islamic Republic of);Total number of persons held;WPB-ICPR;2003;;;;;1;;0;;
Africa;Northern Africa;Morocco;Total number of persons held;UN-CTS;2003;;;;;1;;0;;
Americas;Caribbean;United States Virgin Islands;Total number of persons held;WPB-ICPR;2003;;;;;1;;0;;
Africa;Western Africa;Liberia;Total number of persons held;WPB-ICPR;2003;;;;;1;;0;;
Asia;Western Asia;Iraq (Kurdistan Region);Total number of persons held;UN-CTS;2003;;;;;1;;0;;
Africa;Western Africa;Senegal;Total number of persons held;UN-CTS/WPB-ICPR;2003;;;;;1;;0;;7090
Oceania;Micronesia;Guam;Total number of persons held;WPB-ICPR;2003;;;;;1;;0;;
Africa;Eastern Africa;Djibouti;Total number of persons held;UN-CTS/WPB-ICPR;2003;;;;;1;;0;;
Africa;Western Africa;Gambia;Total number of persons held;WPB-ICPR;2003;;;;;1;;0;;
Americas;Caribbean;Dominican Republic;Total number of persons held;UN-CTS/WPB-ICPR;2003;;;;;1;;0;;
Americas;Central America;Nicaragua;Total number of persons held;UN-CTS/WPB-ICPR;2003;;;;;1;;0;;
Americas;Caribbean;Bahamas;Total number of persons held;UN-CTS/WPB-ICPR;2003;;;;;1;;0;;
Asia;Southern Asia;Nepal;Total number of persons held;WPB-ICPR;2003;;;;;1;;0;;
Africa;Middle Africa;Cameroon;Total number of persons held;UN-CTS/WPB-ICPR;2003;;;;;1;;0;;
Africa;Western Africa;Guinea;Total number of persons held;WPB-ICPR/UN-CTS;2003;;;;;1;;0;;
Asia;Western Asia;Lebanon;Total number of persons held;UN-CTS/WPB-ICPR;2003;;;;;1;;0;;
Asia;South-eastern Asia;Timor-Leste;Total number of persons held;WPB-ICPR;2003;;;;;1;;0;;
Africa;Western Africa;Burkina Faso;Total number of persons held;UN-CTS/WPB-ICPR;2003;;;;;1;;0;;
Asia;South-eastern Asia;Indonesia;Total number of persons held;UN-CTS/WPB-ICPR;2003;;;;;1;;0;;
Africa;Western Africa;Togo;Total number of persons held;WPB-ICPR/UN-CTS;2003;;;;;1;;0;;
Americas;South America;Brazil;Total number of persons held;UN-CTS/WPB-ICPR;2003;;;;;1;;0;;
Africa;Eastern Africa;Seychelles;Total number of persons held;UN-CTS/WPB-ICPR;2003;;;;;1;;0;;
Asia;Southern Asia;Sri Lanka;Total number of persons held;UN-CTS/WPB-ICPR;2003;;;;;1;;0;;10692
Africa;Eastern Africa;Malawi;Total number of persons held;WPB-ICPR;2003;;;;;1;;0;;
Americas;Caribbean;Antigua and Barbuda;Total number of persons held;WPB-ICPR;2003;;;;;1;;0;;
Africa;Northern Africa;Sudan;Total number of persons held;WPB-ICPR;2003;;;;12000;1;;0;12000;
Americas;South America;Peru;Total number of persons held;UN-CTS;2003;;;;28836;1;;0;28836;19855
Americas;Central America;El Salvador;Total number of persons held;UN-CTS/WPB-ICPR;2003;;;;;1;;0;;
Americas;Caribbean;Grenada;Total number of persons held;UN-CTS/WPB-ICPR;2003;;;;;1;;0;;
Africa;Eastern Africa;Mozambique;Total number of persons held;UN-CTS/WPB-ICPR;2003;;;;;1;;0;;
Africa;Western Africa;Mali;Total number of persons held;WPB-ICPR;2003;;;;;1;;0;;
Africa;Western Africa;Côte d'Ivoire;Total number of persons held;WPB-ICPR;2003;;;;;1;;0;;
Africa;Western Africa;Sierra Leone;Total number of persons held;WPB-ICPR/UN-CTS;2003;;;;;1;;0;;1129
Africa;Eastern Africa;Madagascar;Total number of persons held;UN-CTS/WPB-ICPR;2003;;;;;1;;0;;
Asia;Western Asia;Kuwait;Total number of persons held;WPB-ICPR;2003;;;;3700;1;;0;3700;
Asia;Southern Asia;Bangladesh;Total number of persons held;WPB-ICPR/UN-CTS;2003;;;;;1;;0;;
Africa;Western Africa;Benin;Total number of persons held;WPB-ICPR/UN-CTS;2003;;;;;1;;0;;
Asia;South-eastern Asia;Cambodia;Total number of persons held;WPB-ICPR;2003;;;;;1;;0;;
Asia;South-eastern Asia;Thailand;Total number of persons held;UN-CTS/WPB-ICPR;2003;;;;;1;;0;;
Africa;Eastern Africa;Burundi;Total number of persons held;UN-CTS/WPB-ICPR;2003;;;;;1;;0;;
Africa;Western Africa;Guinea-Bissau;Total number of persons held;WPB-ICPR/UN-CTS;2003;;;;;1;;0;;
Africa;Eastern Africa;Zambia;Total number of persons held;WPB-ICPR;2003;;;;;1;;0;;
Africa;Eastern Africa;Uganda;Total number of persons held;UN-CTS;2003;;;;;1;;0;;
Americas;Central America;Guatemala;Total number of persons held;WPB-ICPR/UN-CTS;2003;;;;;1;;0;;
Americas;South America;Bolivia (Plurinational State of);Total number of persons held;UN-CTS/WPB-ICPR;2003;;;;;1;;0;;
Americas;Caribbean;Haiti;Total number of persons held;WPB-ICPR;2003;;;;;1;;0;;
Oceania;Micronesia;Nauru;Total prison capacity;WPB-ICPR;2004;;;;;1;;0;;
Europe;Southern Europe;Holy See;Total prison capacity;UN-CTS;2004;;;;;1;;0;;
Europe;Southern Europe;Andorra;Total prison capacity;UN-CTS;2004;;;;;1;;0;;
Europe;Western Europe;Monaco;Total prison capacity;UN-CTS/WPB-ICPR;2004;;;;81;1;42,0%;1;34;81
Europe;Eastern Europe;Ukraine;Total prison capacity;UN-CTS;2004;;;;120222;1;159,7%;1;192047;120222
Europe;Northern Europe;Faeroe Islands;Total prison capacity;UN-CTS/WPB-ICPR;2004;;;;;1;;0;;
Asia;Western Asia;Georgia;Total prison capacity;UN-CTS;2004;;;;11051;1;71,2%;1;7867;11051
Europe;Southern Europe;San Marino;Total prison capacity;WPB-ICPR;2004;;;;;1;;0;;
Europe;Southern Europe;Gibraltar;Total prison capacity;WPB-ICPR;2004;;;;;1;;0;;
Americas;Northern America;Bermuda;Total prison capacity;UN-CTS;2004;;;;396;1;91,9%;1;364;396
Asia;Western Asia;Iraq (Central Iraq);Total prison capacity;UN-CTS;2004;;;;;1;;0;;
Asia;Western Asia;Yemen;Total prison capacity;UN-CTS;2004;;;;;1;;0;;
Asia;Central Asia;Tajikistan;Total prison capacity;WPB-ICPR;2004;;;;;1;;0;;
Asia;Central Asia;Kyrgyzstan;Total prison capacity;UN-CTS/WPB-ICPR;2004;;;;21584;1;77,0%;1;16620;21584
Americas;Caribbean;Curaçao;Total prison capacity;WPB-ICPR;2004;;;;;1;;0;;
Europe;Northern Europe;Jersey;Total prison capacity;WPB-ICPR;2004;;;;;1;;0;;
Asia;Western Asia;Syrian Arab Republic;Total prison capacity;UN-CTS;2004;;;;16161;1;65,6%;1;10599;16161
Asia;Eastern Asia;Japan;Total prison capacity;UN-CTS;2004;;;;72182;1;105,9%;1;76413;72182
Oceania;Polynesia;Cook Islands;Total prison capacity;WPB-ICPR;2004;;;;;1;;0;;
Americas;Caribbean;Barbados;Total prison capacity;UN-CTS;2004;;;;;1;;0;;
Africa;Southern Africa;Lesotho;Total prison capacity;UN-CTS/WPB-ICPR;2004;;;;;1;;0;;
Americas;Caribbean;Puerto Rico;Total prison capacity;UN-CTS/WPB-ICPR;2004;;;;;1;;0;;
Asia;Eastern Asia;Mongolia;Total prison capacity;UN-CTS;2004;;;;;1;;0;;
Americas;Caribbean;Aruba;Total prison capacity;WPB-ICPR;2004;;;;310;1;;0;;310
Europe;Western Europe;Netherlands;Total prison capacity;UN-CTS/WPB-ICPR;2004;;;;;1;;0;;
Europe;Northern Europe;United Kingdom (Northern Ireland);Total prison capacity;UN-CTS;2004;;;;;1;;0;;
Europe;Northern Europe;Isle of Man;Total prison capacity;WPB-ICPR;2004;;;;;1;;0;;
Asia;Eastern Asia;China, Hong Kong SAR;Total prison capacity;UN-CTS;2004;;;;11975;1;104,9%;1;12558;11975
Europe;Eastern Europe;Russian Federation;Total prison capacity;UN-CTS;2004;;;;956944;1;79,7%;1;762762;956944
Europe;Northern Europe;Estonia;Total prison capacity;UN-CTS;2004;;;;4688;1;97,4%;1;4565;4688
Oceania;Melanesia;Solomon Islands;Total prison capacity;WPB-ICPR;2004;;;;;1;;0;;
Europe;Southern Europe;Bosnia and Herzegovina;Total prison capacity;UN-CTS;2004;;;;;1;;0;;
Americas;South America;Suriname;Total prison capacity;WPB-ICPR;2004;;;;;1;;0;;
Oceania;Polynesia;Tonga;Total prison capacity;WPB-ICPR;2004;;;;;1;;0;;
Europe;Northern Europe;Iceland;Total prison capacity;UN-CTS/WPB-ICPR;2004;;;;137;1;83,9%;1;115;137
Europe;Northern Europe;Ireland;Total prison capacity;UN-CTS;2004;;;;3575;1;88,4%;1;3162;3575
Americas;Caribbean;Saint Vincent and the Grenadines;Total prison capacity;UN-CTS/WPB-ICPR;2004;;;;;1;;0;;
Asia;Central Asia;Kazakhstan;Total prison capacity;UN-CTS;2004;;;;;1;;0;;
Asia;Eastern Asia;China, Macao SAR;Total prison capacity;UN-CTS;2004;;;;;1;;0;;
Asia;Central Asia;Uzbekistan;Total prison capacity;WPB-ICPR;2004;;;;;1;;0;;
Africa;Eastern Africa;Zimbabwe;Total prison capacity;UN-CTS;2004;;;;17530;1;113,5%;1;19888;17530
Asia;Western Asia;Israel;Total prison capacity;UN-CTS;2004;;;;14123;1;98,5%;1;13909;14123
Europe;Eastern Europe;Bulgaria;Total prison capacity;UN-CTS;2004;;;;11469;1;94,8%;1;10871;11469
Europe;Northern Europe;Lithuania;Total prison capacity;UN-CTS;2004;;;;9444;1;86,0%;1;8125;9444
Americas;Caribbean;Trinidad and Tobago;Total prison capacity;UN-CTS/WPB-ICPR;2004;;;;4386;1;89,5%;1;3924;4386
Asia;Western Asia;Jordan;Total prison capacity;UN-CTS;2004;;;;;1;;0;;
Europe;Eastern Europe;Belarus;Total prison capacity;UN-CTS;2004;;;;41725;1;102,6%;1;42806;41725
Europe;Southern Europe;Montenegro;Total prison capacity;UN-CTS;2004;;;;894;1;89,4%;1;799;894
Asia;Western Asia;Armenia;Total prison capacity;UN-CTS;2004;;;;4244;1;63,9%;1;2710;4244
Europe;Eastern Europe;Poland;Total prison capacity;UN-CTS;2004;;;;69588;1;115,5%;1;80368;69588
Asia;Central Asia;Turkmenistan;Total prison capacity;UN-CTS;2004;;;;;1;;0;;
Europe;Southern Europe;Albania;Total prison capacity;UN-CTS;2004;;;;2663;1;87,2%;1;2321;2663
Americas;Caribbean;Jamaica;Total prison capacity;UN-CTS/WPB-ICPR;2004;;;;;1;;0;;
Europe;Western Europe;Switzerland;Total prison capacity;UN-CTS;2004;;;;6486;1;84,9%;1;5509;6486
Oceania;Micronesia;Micronesia (Federated States of);Total prison capacity;WPB-ICPR;2004;;;;;1;;0;;
Africa;Northern Africa;Algeria;Total prison capacity;UN-CTS;2004;;;;31385;1;140,9%;1;44231;31385
Europe;Western Europe;Germany;Total prison capacity;UN-CTS;2004;;;;79209;1;102,2%;1;80933;79209
Oceania;Australia and New Zealand;New Zealand;Total prison capacity;UN-CTS;2004;;;;;1;;0;;
Americas;Caribbean;British Virgin Islands;Total prison capacity;WPB-ICPR;2004;;;;;1;;0;;
Europe;Eastern Europe;Slovakia;Total prison capacity;UN-CTS;2004;;;;10626;1;88,7%;1;9422;10626
Americas;Northern America;Canada;Total prison capacity;UN-CTS;2004;;;;37479;1;90,3%;1;33849,1;37479
Europe;Southern Europe;Croatia;Total prison capacity;UN-CTS/WPB-ICPR;2004;;;;3154;1;96,0%;1;3029;3154
Europe;Southern Europe;Malta;Total prison capacity;UN-CTS;2004;;;;480;1;62,1%;1;298;480
Asia;South-eastern Asia;Singapore;Total prison capacity;UN-CTS;2004;;;;13876;1;112,6%;1;15623;13876
Asia;Western Asia;Azerbaijan;Total prison capacity;UN-CTS;2004;;;;21570;1;85,8%;1;18504;21570
Europe;Southern Europe;Spain;Total prison capacity;UN-CTS;2004;;;;41521;1;143,0%;1;59375;41521
Americas;Caribbean;Anguilla;Total prison capacity;WPB-ICPR;2004;;;;;1;;0;;
Europe;Northern Europe;United Kingdom (England and Wales);Total prison capacity;UN-CTS;2004;;;;70342;1;105,9%;1;74488;70342
Europe;Northern Europe;Sweden;Total prison capacity;UN-CTS;2004;;;;7099;1;103,3%;1;7332;7099
Europe;Northern Europe;United Kingdom (Scotland);Total prison capacity;UN-CTS/WPB-ICPR;2004;;;;6394;1;106,0%;1;6776;6394
Africa;Eastern Africa;Rwanda;Total prison capacity;WPB-ICPR;2004;;;;;1;;0;;
Europe;Northern Europe;Denmark;Total prison capacity;UN-CTS;2004;;;;3944;1;95,5%;1;3767;3944
Oceania;Micronesia;Kiribati;Total prison capacity;WPB-ICPR;2004;;;;;1;;0;;
Europe;Western Europe;Luxembourg;Total prison capacity;UN-CTS;2004;;;;;1;;0;;
Oceania;Micronesia;Marshall Islands;Total prison capacity;WPB-ICPR;2004;;;;;1;;0;;
Europe;Southern Europe;Greece;Total prison capacity;UN-CTS;2004;;;;;1;;0;;
Oceania;Micronesia;Northern Mariana Islands;Total prison capacity;WPB-ICPR;2004;;;;;1;;0;;
Europe;Northern Europe;Finland;Total prison capacity;UN-CTS;2004;;;;3479;1;106,5%;1;3704;3479
Americas;Caribbean;Dominica;Total prison capacity;UN-CTS;2004;;;;;1;;0;;
Americas;Northern America;United States of America;Total prison capacity;UN-CTS;2004;;;;1916502;1;112,5%;1;2155900;1916502
Europe;Southern Europe;Kosovo under UNSCR 1244;Total prison capacity;UN-CTS;2004;;;;;1;;0;;
Europe;Northern Europe;Latvia;Total prison capacity;UN-CTS;2004;;;;9166;1;89,8%;1;8231;9166
Oceania;Polynesia;Samoa;Total prison capacity;WPB-ICPR;2004;;;;;1;;0;;
Europe;Southern Europe;Portugal;Total prison capacity;UN-CTS;2004;;;;13117;1;100,3%;1;13152;13117
Africa;Southern Africa;Botswana;Total prison capacity;UN-CTS/WPB-ICPR;2004;;;;;1;;0;;
Africa;Western Africa;Cabo Verde;Total prison capacity;WPB-ICPR;2004;;;;;1;;0;;
Africa;Western Africa;Mauritania;Total prison capacity;WPB-ICPR;2004;;;;;1;;0;;
Europe;Eastern Europe;Czechia;Total prison capacity;UN-CTS;2004;;;;18555;1;98,9%;1;18343;18555
Europe;Western Europe;Austria;Total prison capacity;UN-CTS;2004;;;;;1;;0;;
Oceania;Melanesia;Fiji;Total prison capacity;WPB-ICPR;2004;;;;;1;;0;;
Europe;Eastern Europe;Republic of Moldova;Total prison capacity;UN-CTS/WPB-ICPR;2004;;;;12740;1;73,6%;1;9377;12740
Europe;Southern Europe;Slovenia;Total prison capacity;UN-CTS;2004;;;;1103;1;98,4%;1;1085;1103
Americas;Caribbean;Saint Lucia;Total prison capacity;WPB-ICPR;2004;;;;;1;;0;;
Europe;Southern Europe;Serbia;Total prison capacity;UN-CTS;2004;;;;;1;;0;;
Oceania;Melanesia;Vanuatu;Total prison capacity;WPB-ICPR;2004;;;;;1;;0;;
Europe;Eastern Europe;Romania;Total prison capacity;UN-CTS;2004;;;;38246;1;102,1%;1;39031;38246
Europe;Northern Europe;Norway;Total prison capacity;UN-CTS;2004;;;;3154;1;91,9%;1;2899;3154
Americas;South America;Chile;Total prison capacity;UN-CTS;2004;;;;27191;1;140,0%;1;38064;27191
Africa;Middle Africa;Angola;Total prison capacity;WPB-ICPR;2004;;;;;1;;0;;
Europe;Western Europe;Belgium;Total prison capacity;UN-CTS/WPB-ICPR;2004;;;;;1;;0;;
Asia;Western Asia;Cyprus;Total prison capacity;UN-CTS;2004;;;;340;1;133,5%;1;454;340
Asia;Western Asia;Bahrain;Total prison capacity;UN-CTS/WPB-ICPR;2004;;;;830;1;84,5%;1;701;830
Africa;Western Africa;Nigeria;Total prison capacity;UN-CTS;2004;;;;;1;;0;;
Americas;South America;Uruguay;Total prison capacity;UN-CTS/WPB-ICPR;2004;;;;5866;1;109,0%;1;6396;5866
Africa;Eastern Africa;Mauritius;Total prison capacity;UN-CTS;2004;;;;2301;1;102,5%;1;2358;2301
Asia;Southern Asia;India;Total prison capacity;UN-CTS/WPB-ICPR;2004;;;;235012;1;141,0%;1;331391;235012
Americas;South America;Argentina;Total prison capacity;UN-CTS;2004;;;;;1;;0;;
Asia;Eastern Asia;China, Taiwan Province of China;Total prison capacity;WPB-ICPR;2004;;;;;1;;0;;
Europe;Western Europe;France;Total prison capacity;UN-CTS;2004;;;;;1;;0;;
Asia;Eastern Asia;Republic of Korea;Total prison capacity;UN-CTS;2004;;;;46150;1;118,7%;1;54796;46150
Asia;Western Asia;State of Palestine;Total prison capacity;UN-CTS;2004;;;;;1;;0;;
Africa;Eastern Africa;United Republic of Tanzania;Total prison capacity;WPB-ICPR;2004;;;;;1;;0;;
Americas;Central America;Panama;Total prison capacity;UN-CTS;2004;;;;7230;1;166,2%;1;12015;7230
Europe;Southern Europe;North Macedonia;Total prison capacity;UN-CTS;2004;;;;1966;1;90,6%;1;1782;1966
Europe;Southern Europe;Italy;Total prison capacity;UN-CTS;2004;;;;43223;1;131,6%;1;56903;43223
Asia;South-eastern Asia;Malaysia;Total prison capacity;WPB-ICPR;2004;;;;;1;;0;;
Africa;Southern Africa;Eswatini;Total prison capacity;UN-CTS/WPB-ICPR;2004;;;;3030;1;89,7%;1;2719;3030
Africa;Northern Africa;Tunisia;Total prison capacity;WPB-ICPR;2004;;;;;1;;0;;
Europe;Eastern Europe;Hungary;Total prison capacity;UN-CTS;2004;;;;11400;1;145,1%;1;16546;11400
Asia;Western Asia;Turkey;Total prison capacity;UN-CTS;2004;;;;69302;1;83,7%;1;58016;69302
Americas;Central America;Mexico;Total prison capacity;UN-CTS;2004;;;;154825;1;127,0%;1;196577;154825
Africa;Middle Africa;Sao Tome and Principe;Total prison capacity;WPB-ICPR;2004;;;;;1;;0;;
Asia;Southern Asia;Maldives;Total prison capacity;UN-CTS/WPB-ICPR;2004;;;;763;1;145,5%;1;1110;763
